,city_fuel_economy,mileage,passenger_car,price,franchise_make
196948,14.0,25046.0,0,71895.0,0
88588,16.0,32.0,1,68999.0,0
159148,19.0,9307.0,1,49500.0,0
40382,14.0,10.0,0,139484.0,0
272878,18.0,6909.0,0,41995.0,0
112280,13.0,1109.0,1,163965.0,0
99521,13.0,0.0,1,159000.0,0
243802,13.0,0.0,1,129500.0,0
201347,17.0,4797.0,1,50888.0,0
148734,16.0,30.0,1,93515.0,0
18829,22.0,6321.0,0,39999.0,0
134890,30.0,43860.0,1,13505.0,0
282395,13.0,26.0,1,173035.0,0
106040,13.0,75.0,1,145757.0,0
259767,17.0,13256.0,1,49995.0,0
153406,16.0,11212.0,1,53495.0,0
42345,16.0,6686.0,1,86445.0,0
60975,15.0,277.0,0,90530.0,0
10255,29.0,381.0,1,26099.0,0
152824,14.0,10173.0,0,75998.0,0
113725,17.0,27609.0,1,31950.0,0
236429,13.0,52.0,1,158900.0,0
155833,15.0,44.0,0,74999.0,0
92000,15.0,3697.0,0,84370.0,0
176732,24.0,12792.0,1,40950.0,0
35927,24.0,22057.0,1,35800.0,0
29642,24.0,20282.0,0,35000.0,0
119609,16.0,0.0,1,83995.0,0
249868,16.0,4464.0,1,85900.0,0
8534,14.0,21591.0,0,36800.0,0
279986,17.0,12401.0,1,49888.0,0
240182,14.0,78.0,0,171475.0,0
157696,15.0,8851.0,0,75888.0,0
100264,16.0,9857.0,1,52945.0,0
35045,16.0,14962.0,1,54950.0,0
275055,24.0,9918.0,1,43995.0,0
226350,15.0,28326.0,0,48450.0,0
77486,13.0,35.0,1,149990.0,0
88588,16.0,32.0,1,68999.0,0
186558,19.0,34141.0,0,25505.0,0
244229,19.0,30452.0,0,27450.0,0
165708,22.0,12102.0,1,33950.0,0
133710,13.0,38.0,1,168195.0,0
143482,16.0,26.0,1,90985.0,0
63397,17.0,24829.0,0,83450.0,0
235980,22.0,8044.0,1,34950.0,0
74928,17.0,33685.0,0,19999.0,0
20855,22.0,8836.0,0,42800.0,0
35045,16.0,14962.0,1,54950.0,0
877,17.0,15.0,1,88205.0,0
255681,17.0,8551.0,1,87895.0,0
100579,14.0,38206.0,0,45800.0,0
79024,16.0,47.0,1,77967.0,0
256955,16.0,0.0,1,89065.0,0
23376,14.0,0.0,0,130635.0,0
268016,13.0,37.0,1,167177.0,0
54403,17.0,31263.0,0,20988.0,0
119609,16.0,0.0,1,83995.0,0
81035,26.0,36780.0,0,18998.0,0
235980,22.0,8044.0,1,34950.0,0
106040,13.0,75.0,1,145757.0,0
59963,18.0,12490.0,0,38998.0,0
112582,15.0,40.0,0,66545.0,0
227714,13.0,10.0,1,163265.0,0
169118,16.0,8947.0,1,61455.0,0
68834,21.0,16366.0,1,47900.0,0
177922,15.0,11303.0,0,62998.0,0
137696,13.0,44.0,1,174465.0,0
240456,28.0,14295.0,1,20390.0,0
198757,16.0,9653.0,1,66590.0,0
125919,17.0,38.0,1,87435.0,0
211022,24.0,9980.0,1,43750.0,0
98754,19.0,30100.0,0,42627.0,0
185285,30.0,8110.0,1,16188.0,0
264404,13.0,142.0,1,149595.0,0
41883,17.0,8892.0,1,89900.0,0
132420,22.0,17580.0,0,35800.0,0
259767,17.0,13256.0,1,49995.0,0
270544,16.0,22.0,1,96720.0,0
181169,15.0,16164.0,0,59950.0,0
159839,14.0,10.0,0,140474.0,0
180301,13.0,64.0,1,165645.0,0
152667,16.0,15.0,1,74500.0,0
255681,17.0,8551.0,1,87895.0,0
269108,20.0,19549.0,0,62950.0,0
84076,66.0,10946.0,1,43000.0,0
28965,25.0,8500.0,1,20699.0,0
88588,16.0,32.0,1,68999.0,0
115405,15.0,8455.0,0,63900.0,0
122906,23.0,4922.0,1,46999.0,0
92880,26.0,36796.0,0,19399.0,0
84886,17.0,24409.0,0,33999.0,0
155833,15.0,44.0,0,74999.0,0
224450,16.0,45.0,1,94925.0,0
255554,14.0,10.0,0,140474.0,0
188464,24.0,3842.0,1,45240.0,0
156329,15.0,33.0,0,67509.0,0
78914,16.0,2.0,1,85705.0,0
